ID da Nota,Filial,Cidade,Tipo de Cliente,Gênero,Departamento,Preço Unitário,Quantidade,Imposto 5%,Total da Venda,Data,Hora,Forma de Pagamento,Custo das Mercadorias,Margem Bruta %,Lucro Bruto,Avaliação
585-86-8361,Alex,São Paulo,Cliente Ocasional,Feminino,Alimentos e Bebidas,27.28,5,6.82,143.22,2024-11-14 17:43:50.763826,10:31:00 AM,Cartão de Crédito,136.4,4.761904762,6.82,8.6
807-14-7833,Alex,São Paulo,Cliente Fiel,Feminino,Acessórios Eletrônicos,17.42,10,8.71,182.91,2024-11-15 17:43:50.763826,12:30:00 PM,Carteira Digital,174.2,4.761904762,8.71,7.0
775-72-1988,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Casa e Estilo de Vida,73.28,5,18.32,384.72,2024-11-16 17:43:50.763826,3:05:00 PM,Carteira Digital,366.4,4.761904762,18.32,8.4
288-38-3758,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Acessórios de Moda,84.87,3,12.7305,267.3405,2024-11-17 17:43:50.763826,6:30:00 PM,Carteira Digital,254.61,4.761904762,12.7305,7.4
652-43-6591,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios de Moda,97.29,8,38.916,817.236,2024-11-18 17:43:50.763826,1:18:00 PM,Cartão de Crédito,778.32,4.761904762,38.916,6.2
785-96-0615,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Acessórios Eletrônicos,35.74,8,14.296,300.216,2024-11-19 17:43:50.763826,3:28:00 PM,Carteira Digital,285.92,4.761904762,14.296,4.9
406-46-7107,Alex,São Paulo,Cliente Ocasional,Feminino,Casa e Estilo de Vida,96.52,6,28.956,608.076,2024-11-20 17:43:50.763826,11:52:00 AM,Dinheiro,579.12,4.761904762,28.956,4.5
250-17-5703,Alex,São Paulo,Cliente Fiel,Masculino,Alimentos e Bebidas,18.85,10,9.425,197.925,2024-11-21 17:43:50.763826,6:24:00 PM,Carteira Digital,188.5,4.761904762,9.425,5.6
156-95-3964,Alex,São Paulo,Cliente Ocasional,Feminino,Alimentos e Bebidas,55.39,4,11.078,232.638,2024-11-22 17:43:50.763826,3:19:00 PM,Carteira Digital,221.56,4.761904762,11.078,8.0
842-40-8179,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Alimentos e Bebidas,77.2,10,38.6,810.6,2024-11-23 17:43:50.763826,10:38:00 AM,Cartão de Crédito,772.0,4.761904762,38.6,5.6
525-09-8450,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Acessórios Eletrônicos,72.13,10,36.065,757.365,2024-11-24 17:43:50.763826,3:12:00 PM,Cartão de Crédito,721.3,4.761904762,36.065,4.2
410-67-1709,Alex,São Paulo,Cliente Fiel,Feminino,Acessórios de Moda,63.88,8,25.552,536.592,2024-11-25 17:43:50.763826,5:48:00 PM,Carteira Digital,511.04,4.761904762,25.552,9.9
587-73-4862,Alex,São Paulo,Cliente Fiel,Feminino,Saúde e Beleza,10.69,5,2.6725,56.1225,2024-11-26 17:43:50.763826,11:07:00 AM,Carteira Digital,53.45,4.761904762,2.6725,7.6
787-87-2010,Alex,São Paulo,Cliente Fiel,Masculino,Saúde e Beleza,55.5,4,11.1,233.1,2024-11-27 17:43:50.763826,3:48:00 PM,Cartão de Crédito,222.0,4.761904762,11.1,6.6
593-14-4239,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Casa e Estilo de Vida,95.46,8,38.184,801.864,2024-11-28 17:43:50.763826,7:40:00 PM,Carteira Digital,763.68,4.761904762,38.184,4.7
801-88-0346,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios de Moda,76.06,3,11.409,239.589,2024-11-29 17:43:50.763826,8:30:00 PM,Cartão de Crédito,228.18,4.761904762,11.409,9.8
388-76-2555,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Esportes e Viagens,13.69,6,4.107,86.247,2024-11-30 17:43:50.763826,1:59:00 PM,Dinheiro,82.14,4.761904762,4.107,6.3
711-31-1234,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Acessórios Eletrônicos,95.64,4,19.128,401.688,2024-12-01 17:43:50.763826,6:51:00 PM,Dinheiro,382.56,4.761904762,19.128,7.9
886-54-6089,Alex,São Paulo,Cliente Ocasional,Feminino,Casa e Estilo de Vida,11.43,6,3.429,72.009,2024-12-02 17:43:50.763826,5:24:00 PM,Dinheiro,68.58,4.761904762,3.429,7.7
707-32-7409,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Esportes e Viagens,95.54,4,19.108,401.268,2024-12-03 17:43:50.763826,11:58:00 AM,Carteira Digital,382.16,4.761904762,19.108,4.5
759-98-4285,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Saúde e Beleza,85.87,7,30.0545,631.1445,2024-12-04 17:43:50.763826,7:01:00 PM,Cartão de Crédito,601.09,4.761904762,30.0545,8.0
201-63-8275,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Esportes e Viagens,67.99,7,23.7965,499.7265,2024-12-05 17:43:50.763826,4:50:00 PM,Carteira Digital,475.93,4.761904762,23.7965,5.7
471-06-8611,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Alimentos e Bebidas,52.42,1,2.621,55.041,2024-12-06 17:43:50.763826,10:22:00 AM,Cartão de Crédito,52.42,4.761904762,2.621,6.3
200-16-5952,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Alimentos e Bebidas,65.65,2,6.565,137.865,2024-12-07 17:43:50.763826,4:46:00 PM,Dinheiro,131.3,4.761904762,6.565,6.0
120-54-2248,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Alimentos e Bebidas,28.86,5,7.215,151.515,2024-12-08 17:43:50.763826,6:08:00 PM,Cartão de Crédito,144.3,4.761904762,7.215,8.0
102-77-2261,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Saúde e Beleza,65.31,7,22.8585,480.0285,2024-12-09 17:43:50.763826,6:02:00 PM,Cartão de Crédito,457.17,4.761904762,22.8585,4.2
875-31-8302,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Esportes e Viagens,93.38,1,4.669,98.049,2024-12-10 17:43:50.763826,1:07:00 PM,Dinheiro,93.38,4.761904762,4.669,9.6
102-06-2002,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Esportes e Viagens,25.25,5,6.3125,132.5625,2024-12-11 17:43:50.763826,5:52:00 PM,Dinheiro,126.25,4.761904762,6.3125,6.1
457-94-0464,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Acessórios Eletrônicos,87.87,9,39.5415,830.3715,2024-12-12 17:43:50.763826,8:32:00 PM,Carteira Digital,790.83,4.761904762,39.5415,5.6
629-42-4133,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Saúde e Beleza,21.8,8,8.72,183.12,2024-12-13 17:43:50.763826,7:24:00 PM,Dinheiro,174.4,4.761904762,8.72,8.3
534-53-3526,Alex,São Paulo,Cliente Ocasional,Feminino,Esportes e Viagens,94.76,4,18.952,397.992,2024-12-14 17:43:50.763826,4:06:00 PM,Carteira Digital,379.04,4.761904762,18.952,7.8
307-04-2070,Alex,São Paulo,Cliente Fiel,Feminino,Acessórios de Moda,30.62,1,1.531,32.151,2024-12-15 17:43:50.763826,2:14:00 PM,Cartão de Crédito,30.62,4.761904762,1.531,4.1
468-99-7231,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Casa e Estilo de Vida,44.01,8,17.604,369.684,2024-12-16 17:43:50.763826,5:36:00 PM,Dinheiro,352.08,4.761904762,17.604,8.8
516-77-6464,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Saúde e Beleza,10.16,5,2.54,53.34,2024-12-17 17:43:50.763826,1:08:00 PM,Carteira Digital,50.8,4.761904762,2.54,4.1
404-91-5964,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios Eletrônicos,74.58,7,26.103,548.163,2024-12-18 17:43:50.763826,4:09:00 PM,Cartão de Crédito,522.06,4.761904762,26.103,9.0
886-77-9084,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Acessórios Eletrônicos,71.89,8,28.756,603.876,2024-12-19 17:43:50.763826,11:33:00 AM,Carteira Digital,575.12,4.761904762,28.756,5.5
790-38-4466,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Saúde e Beleza,10.99,5,2.7475,57.6975,2024-12-20 17:43:50.763826,10:18:00 AM,Cartão de Crédito,54.95,4.761904762,2.7475,9.3
704-10-4056,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Saúde e Beleza,60.47,3,9.0705,190.4805,2024-12-21 17:43:50.763826,10:55:00 AM,Cartão de Crédito,181.41,4.761904762,9.0705,5.6
497-37-6538,Alex,São Paulo,Cliente Ocasional,Masculino,Esportes e Viagens,58.91,7,20.6185,432.9885,2024-12-22 17:43:50.763826,3:15:00 PM,Carteira Digital,412.37,4.761904762,20.6185,9.7
651-96-5970,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios de Moda,46.41,1,2.3205,48.7305,2024-12-23 17:43:50.763826,8:06:00 PM,Cartão de Crédito,46.41,4.761904762,2.3205,4.0
400-80-4065,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Saúde e Beleza,68.55,4,13.71,287.91,2024-12-24 17:43:50.763826,8:21:00 PM,Cartão de Crédito,274.2,4.761904762,13.71,9.2
744-16-7898,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Casa e Estilo de Vida,97.37,10,48.685,1022.385,2024-12-25 17:43:50.763826,1:48:00 PM,Cartão de Crédito,973.7,4.761904762,48.685,4.9
263-12-5321,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,92.6,7,32.41,680.61,2024-12-26 17:43:50.763826,12:52:00 PM,Cartão de Crédito,648.2,4.761904762,32.41,9.3
702-72-0487,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios Eletrônicos,46.61,2,4.661,97.881,2024-12-27 17:43:50.763826,12:28:00 PM,Cartão de Crédito,93.22,4.761904762,4.661,6.6
605-83-1050,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Acessórios de Moda,27.18,2,2.718,57.078,2024-12-28 17:43:50.763826,4:26:00 PM,Carteira Digital,54.36,4.761904762,2.718,4.3
443-60-9639,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Casa e Estilo de Vida,60.87,1,3.0435,63.9135,2024-12-29 17:43:50.763826,1:24:00 PM,Dinheiro,60.87,4.761904762,3.0435,5.5
864-24-7918,Alex,São Paulo,Cliente Fiel,Feminino,Esportes e Viagens,24.49,10,12.245,257.145,2024-12-30 17:43:50.763826,3:15:00 PM,Dinheiro,244.9,4.761904762,12.245,8.1
359-94-5395,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Saúde e Beleza,92.78,1,4.639,97.419,2024-12-31 17:43:50.763826,10:50:00 AM,Cartão de Crédito,92.78,4.761904762,4.639,9.8
401-09-4232,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Casa e Estilo de Vida,86.69,5,21.6725,455.1225,2025-01-01 17:43:50.763826,6:38:00 PM,Carteira Digital,433.45,4.761904762,21.6725,9.4
751-15-6198,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Esportes e Viagens,23.01,6,6.903,144.963,2025-01-02 17:43:50.763826,4:45:00 PM,Carteira Digital,138.06,4.761904762,6.903,7.9
324-41-6833,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Acessórios Eletrônicos,30.2,8,12.08,253.68,2025-01-03 17:43:50.763826,7:30:00 PM,Carteira Digital,241.6,4.761904762,12.08,5.1
474-33-8305,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Acessórios de Moda,67.39,7,23.5865,495.3165,2025-01-04 17:43:50.763826,1:23:00 PM,Carteira Digital,471.73,4.761904762,23.5865,6.9
759-29-9521,Alex,São Paulo,Cliente Fiel,Feminino,Acessórios de Moda,48.96,9,22.032,462.672,2025-01-05 17:43:50.763826,11:27:00 AM,Dinheiro,440.64,4.761904762,22.032,8.0
831-81-6575,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Acessórios Eletrônicos,75.59,9,34.0155,714.3255,2025-01-06 17:43:50.763826,11:12:00 AM,Dinheiro,680.31,4.761904762,34.0155,8.0
220-68-6701,Alex,São Paulo,Cliente Ocasional,Feminino,Casa e Estilo de Vida,77.47,4,15.494,325.374,2025-01-07 17:43:50.763826,4:36:00 PM,Dinheiro,309.88,4.761904762,15.494,4.2
618-34-8551,Alex,São Paulo,Cliente Ocasional,Feminino,Esportes e Viagens,93.18,2,9.318,195.678,2025-01-08 17:43:50.763826,6:41:00 PM,Cartão de Crédito,186.36,4.761904762,9.318,8.5
257-60-7754,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios Eletrônicos,50.23,4,10.046,210.966,2025-01-09 17:43:50.763826,5:12:00 PM,Dinheiro,200.92,4.761904762,10.046,9.0
559-61-5987,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Saúde e Beleza,17.75,1,0.8875,18.6375,2025-01-10 17:43:50.763826,10:38:00 AM,Dinheiro,17.75,4.761904762,0.8875,8.6
189-55-2313,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios de Moda,62.18,10,31.09,652.89,2025-01-11 17:43:50.763826,10:33:00 AM,Carteira Digital,621.8,4.761904762,31.09,6.0
565-91-4567,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Saúde e Beleza,10.75,8,4.3,90.3,2025-01-12 17:43:50.763826,2:38:00 PM,Carteira Digital,86.0,4.761904762,4.3,6.2
380-60-5336,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios Eletrônicos,40.26,10,20.13,422.73,2025-01-13 17:43:50.763826,6:06:00 PM,Cartão de Crédito,402.6,4.761904762,20.13,5.0
815-04-6282,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Esportes e Viagens,64.97,5,16.2425,341.0925,2025-01-14 17:43:50.763826,12:52:00 PM,Cartão de Crédito,324.85,4.761904762,16.2425,6.5
674-56-6360,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios Eletrônicos,95.15,1,4.7575,99.9075,2025-01-15 17:43:50.763826,2:00:00 PM,Dinheiro,95.15,4.761904762,4.7575,6.0
778-34-2523,Alex,São Paulo,Cliente Fiel,Feminino,Acessórios Eletrônicos,48.62,8,19.448,408.408,2025-01-16 17:43:50.763826,10:57:00 AM,Dinheiro,388.96,4.761904762,19.448,5.0
499-27-7781,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Alimentos e Bebidas,53.21,8,21.284,446.964,2025-01-17 17:43:50.763826,4:45:00 PM,Carteira Digital,425.68,4.761904762,21.284,5.0
477-59-2456,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Acessórios de Moda,45.44,7,15.904,333.984,2025-01-18 17:43:50.763826,11:15:00 AM,Dinheiro,318.08,4.761904762,15.904,9.2
832-51-6761,Alex,São Paulo,Cliente Ocasional,Masculino,Alimentos e Bebidas,33.88,8,13.552,284.592,2025-01-19 17:43:50.763826,8:29:00 PM,Carteira Digital,271.04,4.761904762,13.552,9.6
869-11-3082,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Saúde e Beleza,96.16,4,19.232,403.872,2025-01-20 17:43:50.763826,8:03:00 PM,Cartão de Crédito,384.64,4.761904762,19.232,8.4
190-59-3964,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Alimentos e Bebidas,47.16,5,11.79,247.59,2025-01-21 17:43:50.763826,2:35:00 PM,Cartão de Crédito,235.8,4.761904762,11.79,6.0
366-43-6862,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Acessórios Eletrônicos,52.89,4,10.578,222.138,2025-01-22 17:43:50.763826,4:32:00 PM,Carteira Digital,211.56,4.761904762,10.578,6.7
186-43-8965,Alex,São Paulo,Cliente Fiel,Feminino,Casa e Estilo de Vida,47.68,2,4.768,100.128,2025-01-23 17:43:50.763826,10:10:00 AM,Cartão de Crédito,95.36,4.761904762,4.768,4.1
784-21-9238,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Esportes e Viagens,10.17,1,0.5085,10.6785,2025-01-24 17:43:50.763826,2:15:00 PM,Dinheiro,10.17,4.761904762,0.5085,5.9
276-75-6884,Alex,São Paulo,Cliente Ocasional,Feminino,Saúde e Beleza,68.71,3,10.3065,216.4365,2025-01-25 17:43:50.763826,10:05:00 AM,Dinheiro,206.13,4.761904762,10.3065,8.7
109-86-4363,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Esportes e Viagens,60.08,7,21.028,441.588,2025-01-26 17:43:50.763826,11:36:00 AM,Cartão de Crédito,420.56,4.761904762,21.028,4.5
569-76-2760,Alex,São Paulo,Cliente Fiel,Feminino,Esportes e Viagens,22.01,4,4.402,92.442,2025-01-27 17:43:50.763826,6:15:00 PM,Cartão de Crédito,88.04,4.761904762,4.402,6.6
222-42-0244,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Saúde e Beleza,72.11,9,32.4495,681.4395,2025-01-28 17:43:50.763826,1:53:00 PM,Cartão de Crédito,648.99,4.761904762,32.4495,7.7
760-53-9233,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios de Moda,41.28,3,6.192,130.032,2025-01-29 17:43:50.763826,6:37:00 PM,Cartão de Crédito,123.84,4.761904762,6.192,8.5
538-22-0304,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Acessórios Eletrônicos,64.95,10,32.475,681.975,2025-01-30 17:43:50.763826,6:27:00 PM,Dinheiro,649.5,4.761904762,32.475,5.2
416-17-9926,Alex,São Paulo,Cliente Fiel,Feminino,Acessórios Eletrônicos,74.22,10,37.11,779.31,2025-01-31 17:43:50.763826,2:42:00 PM,Cartão de Crédito,742.2,4.761904762,37.11,4.3
237-44-6163,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios Eletrônicos,10.56,8,4.224,88.704,2025-02-01 17:43:50.763826,5:43:00 PM,Dinheiro,84.48,4.761904762,4.224,7.6
636-17-0325,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Saúde e Beleza,62.57,4,12.514,262.794,2025-02-02 17:43:50.763826,6:37:00 PM,Dinheiro,250.28,4.761904762,12.514,9.5
343-75-9322,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Esportes e Viagens,11.85,8,4.74,99.54,2025-02-03 17:43:50.763826,4:34:00 PM,Dinheiro,94.8,4.761904762,4.74,4.1
528-14-9470,Alex,São Paulo,Cliente Fiel,Masculino,Saúde e Beleza,91.3,1,4.565,95.865,2025-02-04 17:43:50.763826,2:42:00 PM,Carteira Digital,91.3,4.761904762,4.565,9.2
427-45-9297,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Casa e Estilo de Vida,40.73,7,14.2555,299.3655,2025-02-05 17:43:50.763826,11:01:00 AM,Carteira Digital,285.11,4.761904762,14.2555,5.4
807-34-3742,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios de Moda,52.38,1,2.619,54.999,2025-02-06 17:43:50.763826,7:44:00 PM,Dinheiro,52.38,4.761904762,2.619,5.8
288-62-1085,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios de Moda,38.54,5,9.635,202.335,2025-02-07 17:43:50.763826,1:34:00 PM,Carteira Digital,192.7,4.761904762,9.635,5.6
670-71-7306,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Esportes e Viagens,44.63,6,13.389,281.169,2025-02-08 17:43:50.763826,8:08:00 PM,Cartão de Crédito,267.78,4.761904762,13.389,5.1
660-29-7083,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Acessórios Eletrônicos,55.87,10,27.935,586.635,2025-02-09 17:43:50.763826,3:01:00 PM,Dinheiro,558.7,4.761904762,27.935,5.8
271-77-8740,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Esportes e Viagens,29.22,6,8.766,184.086,2025-02-10 17:43:50.763826,11:40:00 AM,Carteira Digital,175.32,4.761904762,8.766,5.0
497-36-0989,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios de Moda,51.94,3,7.791,163.611,2025-02-11 17:43:50.763826,3:21:00 PM,Dinheiro,155.82,4.761904762,7.791,7.9
291-59-1384,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Acessórios Eletrônicos,60.3,1,3.015,63.315,2025-02-12 17:43:50.763826,5:38:00 PM,Dinheiro,60.3,4.761904762,3.015,6.0
860-73-6466,Alex,São Paulo,Cliente Fiel,Feminino,Esportes e Viagens,39.47,2,3.947,82.887,2025-02-13 17:43:50.763826,4:16:00 PM,Cartão de Crédito,78.94,4.761904762,3.947,5.0
549-23-9016,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Alimentos e Bebidas,14.87,2,1.487,31.227,2025-02-14 17:43:50.763826,6:15:00 PM,Cartão de Crédito,29.74,4.761904762,1.487,8.9
896-34-0956,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios de Moda,21.32,1,1.066,22.386,2025-02-15 17:43:50.763826,12:43:00 PM,Dinheiro,21.32,4.761904762,1.066,5.9
804-38-3935,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,93.78,3,14.067,295.407,2025-02-16 17:43:50.763826,11:32:00 AM,Cartão de Crédito,281.34,4.761904762,14.067,5.9
585-90-0249,Alex,São Paulo,Cliente Fiel,Masculino,Acessórios Eletrônicos,73.26,1,3.663,76.923,2025-02-17 17:43:50.763826,6:08:00 PM,Carteira Digital,73.26,4.761904762,3.663,9.7
862-29-5914,Giza,Rio de Janeiro,Cliente Ocasional,Feminino,Esportes e Viagens,22.38,1,1.119,23.499,2025-02-18 17:43:50.763826,5:08:00 PM,Cartão de Crédito,22.38,4.761904762,1.119,8.6
845-94-6841,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Alimentos e Bebidas,72.88,9,32.796,688.716,2025-02-19 17:43:50.763826,7:38:00 PM,Dinheiro,655.92,4.761904762,32.796,4.0
125-45-2293,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios de Moda,99.1,6,29.73,624.33,2025-02-20 17:43:50.763826,1:11:00 PM,Dinheiro,594.6,4.761904762,29.73,4.2
843-73-4724,Alex,São Paulo,Cliente Ocasional,Masculino,Acessórios de Moda,74.1,1,3.705,77.805,2025-02-21 17:43:50.763826,11:05:00 AM,Dinheiro,74.1,4.761904762,3.705,9.2
409-33-9708,Alex,São Paulo,Cliente Ocasional,Feminino,Acessórios de Moda,98.48,2,9.848,206.808,2025-02-22 17:43:50.763826,10:12:00 AM,Carteira Digital,196.96,4.761904762,9.848,9.2
658-66-3967,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Saúde e Beleza,53.19,7,18.6165,390.9465,2025-02-23 17:43:50.763826,3:42:00 PM,Carteira Digital,372.33,4.761904762,18.6165,5.0
866-70-2814,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Acessórios Eletrônicos,52.79,10,26.395,554.295,2025-02-24 17:43:50.763826,11:58:00 AM,Carteira Digital,527.9,4.761904762,26.395,10.0
160-22-2687,Alex,São Paulo,Cliente Fiel,Feminino,Saúde e Beleza,95.95,5,23.9875,503.7375,2025-02-25 17:43:50.763826,2:21:00 PM,Carteira Digital,479.75,4.761904762,23.9875,8.8
895-03-6665,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Acessórios de Moda,36.51,9,16.4295,345.0195,2025-02-26 17:43:50.763826,10:52:00 AM,Dinheiro,328.59,4.761904762,16.4295,4.2
770-42-8960,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Alimentos e Bebidas,21.12,8,8.448,177.408,2025-02-27 17:43:50.763826,7:31:00 PM,Dinheiro,168.96,4.761904762,8.448,6.3
748-45-2862,Alex,São Paulo,Cliente Fiel,Feminino,Casa e Estilo de Vida,28.31,4,5.662,118.902,2025-02-28 17:43:50.763826,6:35:00 PM,Dinheiro,113.24,4.761904762,5.662,8.2
234-36-2483,Cairo,Belo Horizonte,Cliente Ocasional,Masculino,Saúde e Beleza,57.59,6,17.277,362.817,2025-03-01 17:43:50.763826,1:51:00 PM,Dinheiro,345.54,4.761904762,17.277,5.1
316-66-3011,Alex,São Paulo,Cliente Fiel,Feminino,Alimentos e Bebidas,47.63,9,21.4335,450.1035,2025-03-02 17:43:50.763826,12:35:00 PM,Dinheiro,428.67,4.761904762,21.4335,5.0
848-95-6252,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Casa e Estilo de Vida,86.27,1,4.3135,90.5835,2025-03-03 17:43:50.763826,1:24:00 PM,Carteira Digital,86.27,4.761904762,4.3135,7.0
840-76-5966,Alex,São Paulo,Cliente Fiel,Masculino,Esportes e Viagens,12.76,2,1.276,26.796,2025-03-04 17:43:50.763826,6:06:00 PM,Carteira Digital,25.52,4.761904762,1.276,7.8
152-03-4217,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Casa e Estilo de Vida,11.28,9,5.076,106.596,2025-03-05 17:43:50.763826,11:55:00 AM,Cartão de Crédito,101.52,4.761904762,5.076,4.3
533-66-5566,Cairo,Belo Horizonte,Cliente Ocasional,Feminino,Casa e Estilo de Vida,51.07,7,17.8745,375.3645,2025-03-06 17:43:50.763826,11:42:00 AM,Dinheiro,357.49,4.761904762,17.8745,7.0
124-31-1458,Alex,São Paulo,Cliente Fiel,Feminino,Acessórios Eletrônicos,79.59,3,11.9385,250.7085,2025-03-07 17:43:50.763826,2:30:00 PM,Dinheiro,238.77,4.761904762,11.9385,6.6
176-78-1170,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Saúde e Beleza,33.81,3,5.0715,106.5015,2025-03-08 17:43:50.763826,3:11:00 PM,Carteira Digital,101.43,4.761904762,5.0715,7.3
361-59-0574,Cairo,Belo Horizonte,Cliente Fiel,Masculino,Esportes e Viagens,90.53,8,36.212,760.452,2025-03-09 17:43:50.763826,2:48:00 PM,Cartão de Crédito,724.24,4.761904762,36.212,6.5
101-81-4070,Giza,Rio de Janeiro,Cliente Fiel,Feminino,Saúde e Beleza,62.82,2,6.282,131.922,2025-03-10 17:43:50.763826,12:36:00 PM,Carteira Digital,125.64,4.761904762,6.282,4.9
631-34-1880,Giza,Rio de Janeiro,Cliente Fiel,Masculino,Alimentos e Bebidas,24.31,3,3.6465,76.5765,2025-03-11 17:43:50.763826,7:09:00 PM,Cartão de Crédito,72.93,4.761904762,3.6465,4.3
852-82-2749,Alex,São Paulo,Cliente Ocasional,Masculino,Esportes e Viagens,64.59,4,12.918,271.278,2025-03-12 17:43:50.763826,1:35:00 PM,Carteira Digital,258.36,4.761904762,12.918,9.3
873-14-6353,Alex,São Paulo,Cliente Fiel,Masculino,Alimentos e Bebidas,24.82,7,8.687,182.427,2025-03-13 17:43:50.763826,10:33:00 AM,Cartão de Crédito,173.74,4.761904762,8.687,7.1
584-66-4073,Giza,Rio de Janeiro,Cliente Ocasional,Masculino,Acessórios de Moda,56.5,1,2.825,59.325,2025-03-14 17:43:50.763826,3:45:00 PM,Carteira Digital,56.5,4.761904762,2.825,9.6
544-55-9589,Cairo,Belo Horizonte,Cliente Fiel,Feminino,Acessórios Eletrônicos,21.43,10,10.715,225.015,2025-03-15 17:43:50.763826,11:51:00 AM,Dinheiro,214.3,4.761904762,10.715,6.2
166-19-2553,Alex,São Paulo,Cliente Fiel,Masculino,Esportes e Viagens,89.06,6,26.718,561.078,2025-03-16 17:43:50.763826,5:26:00 PM,Dinheiro,534.36,4.761904762,26.718,9.9
737-88-5876,Alex,São Paulo,Cliente Fiel,Masculino,Casa e Estilo de Vida,23.29,4,4.658,97.818,2025-03-17 17:43:50.763826,11:52:00 AM,Cartão de Crédito,93.16,4.761904762,4.658,5.9
